query,issue,category,query_preprocessed,vocab
glasvezelproducten,Infrastructuur,expanded,glasvezelproducten,True
glasvezelkabelproducent,Infrastructuur,expanded,glasvezelkabelproducent,True
glasvezelmatten,Infrastructuur,expanded,glasvezelmatten,True
glasvezelmaker,Infrastructuur,expanded,glasvezelmaker,True
glasvezelkabelnetwerken,Infrastructuur,expanded,glasvezelkabelnetwerken,True
glasvezeltje,Infrastructuur,expanded,glasvezeltje,True
glasvezelambities,Infrastructuur,expanded,glasvezelambities,True
glasvezelkabelnet,Infrastructuur,expanded,glasvezelkabelnet,True
glasvezelsnelheden,Infrastructuur,expanded,glasvezelsnelheden,True
glasvezelabonnees,Infrastructuur,expanded,glasvezelabonnees,True
glasvezeldoek,Infrastructuur,expanded,glasvezeldoek,True
glasvezelbekabeling,Infrastructuur,expanded,glasvezelbekabeling,True
glasvezelbehang,Infrastructuur,expanded,glasvezelbehang,True
glasvezelfabrieken,Infrastructuur,expanded,glasvezelfabrieken,True
glasvezeldivisie,Infrastructuur,expanded,glasvezeldivisie,True
glasvezelbranche,Infrastructuur,expanded,glasvezelbranche,True
glasvezelversterkt,Infrastructuur,expanded,glasvezelversterkt,True
glasvezellijn,Infrastructuur,expanded,glasvezellijn,True
glasvezelmonteur,Infrastructuur,expanded,glasvezelmonteur,True
glasvezeldraden,Infrastructuur,expanded,glasvezeldraden,True
glasvezelpoot,Infrastructuur,expanded,glasvezelpoot,True
glasvezeltelecombedrijf,Infrastructuur,expanded,glasvezeltelecombedrijf,True
glasvezelringen,Infrastructuur,expanded,glasvezelringen,True
glasvezelconferentie,Infrastructuur,expanded,glasvezelconferentie,True
glasvezelfondsen,Infrastructuur,expanded,glasvezelfondsen,True
glasvezeloffensief,Infrastructuur,expanded,glasvezeloffensief,True
glasvezelsensoren,Infrastructuur,expanded,glasvezelsensoren,True
glasvezelplan,Infrastructuur,expanded,glasvezelplan,True
glasvezelkabelexploitant,Infrastructuur,expanded,glasvezelkabelexploitant,True
glasvezelcoatings,Infrastructuur,expanded,glasvezelcoatings,True
glasvezeldemocratie,Infrastructuur,expanded,glasvezeldemocratie,True
glasvezel*,Infrastructuur,wildcard,glasvezel,True
haven,Infrastructuur,expanded,haven,True
havens,Infrastructuur,expanded,havens,True
havenstad,Infrastructuur,expanded,havenstad,True
havenbedrijf,Infrastructuur,expanded,havenbedrijf,True
havengebied,Infrastructuur,expanded,havengebied,True
havenaar,Infrastructuur,expanded,havenaar,True
havenga,Infrastructuur,expanded,havenga,True
havenwerkers,Infrastructuur,expanded,havenwerkers,True
havenmeester,Infrastructuur,expanded,havenmeester,True
havenarbeiders,Infrastructuur,expanded,havenarbeiders,True
havenplaats,Infrastructuur,expanded,havenplaats,True
havenbedrijven,Infrastructuur,expanded,havenbedrijven,True
haventje,Infrastructuur,expanded,haventje,True
havensteden,Infrastructuur,expanded,havensteden,True
havenwethouder,Infrastructuur,expanded,havenwethouder,True
haventerrein,Infrastructuur,expanded,haventerrein,True
havendirecteur,Infrastructuur,expanded,havendirecteur,True
havenziekenhuis,Infrastructuur,expanded,havenziekenhuis,True
havenstadje,Infrastructuur,expanded,havenstadje,True
havenstraat,Infrastructuur,expanded,havenstraat,True
havenhoofd,Infrastructuur,expanded,havenhoofd,True
havengelden,Infrastructuur,expanded,havengelden,True
havensteder,Infrastructuur,expanded,havensteder,True
havenautoriteiten,Infrastructuur,expanded,havenautoriteiten,True
havenarbeider,Infrastructuur,expanded,havenarbeider,True
havenbaron,Infrastructuur,expanded,havenbaron,True
havenman,Infrastructuur,expanded,havenman,True
havenbaronnen,Infrastructuur,expanded,havenbaronnen,True
havenschandaal,Infrastructuur,expanded,havenschandaal,True
havenschap,Infrastructuur,expanded,havenschap,True
havendienst,Infrastructuur,expanded,havendienst,True
havengeld,Infrastructuur,expanded,havengeld,True
havenpool,Infrastructuur,expanded,havenpool,True
havengebieden,Infrastructuur,expanded,havengebieden,True
havensleepdiensten,Infrastructuur,expanded,havensleepdiensten,True
havenactiviteiten,Infrastructuur,expanded,havenactiviteiten,True
havenkwartier,Infrastructuur,expanded,havenkwartier,True
havenrace,Infrastructuur,expanded,havenrace,True
havendagen,Infrastructuur,expanded,havendagen,True
havenmuseum,Infrastructuur,expanded,havenmuseum,True
haventerreinen,Infrastructuur,expanded,haventerreinen,True
havenplaatsje,Infrastructuur,expanded,havenplaatsje,True
havenwerk,Infrastructuur,expanded,havenwerk,True
havenbeheerder,Infrastructuur,expanded,havenbeheerder,True
havenautoriteit,Infrastructuur,expanded,havenautoriteit,True
havenuitbreiding,Infrastructuur,expanded,havenuitbreiding,True
havenondernemers,Infrastructuur,expanded,havenondernemers,True
havenwerker,Infrastructuur,expanded,havenwerker,True
haveneiland,Infrastructuur,expanded,haveneiland,True
havenloods,Infrastructuur,expanded,havenloods,True
havenfront,Infrastructuur,expanded,havenfront,True
havenweg,Infrastructuur,expanded,havenweg,True
havenbaas,Infrastructuur,expanded,havenbaas,True
havendijk,Infrastructuur,expanded,havendijk,True
havenkom,Infrastructuur,expanded,havenkom,True
havenkade,Infrastructuur,expanded,havenkade,True
havenwerkgevers,Infrastructuur,expanded,havenwerkgevers,True
havenzicht,Infrastructuur,expanded,havenzicht,True
havenmedewerkers,Infrastructuur,expanded,havenmedewerkers,True
havenspoorlijn,Infrastructuur,expanded,havenspoorlijn,True
havenzangers,Infrastructuur,expanded,havenzangers,True
havenpolitie,Infrastructuur,expanded,havenpolitie,True
havenfaciliteiten,Infrastructuur,expanded,havenfaciliteiten,True
havenslepers,Infrastructuur,expanded,havenslepers,True
havencomplex,Infrastructuur,expanded,havencomplex,True
havengebouw,Infrastructuur,expanded,havengebouw,True
havendiensten,Infrastructuur,expanded,havendiensten,True
haventjes,Infrastructuur,expanded,haventjes,True
havenmeesters,Infrastructuur,expanded,havenmeesters,True
haventarieven,Infrastructuur,expanded,haventarieven,True
havenpersoneel,Infrastructuur,expanded,havenpersoneel,True
havenkranen,Infrastructuur,expanded,havenkranen,True
haventerminals,Infrastructuur,expanded,haventerminals,True
havenplaatsen,Infrastructuur,expanded,havenplaatsen,True
havenondernemer,Infrastructuur,expanded,havenondernemer,True
havenbedrijfsleven,Infrastructuur,expanded,havenbedrijfsleven,True
havenkantoor,Infrastructuur,expanded,havenkantoor,True
havenraad,Infrastructuur,expanded,havenraad,True
havenvereniging,Infrastructuur,expanded,havenvereniging,True
havenwijk,Infrastructuur,expanded,havenwijk,True
havenvisie,Infrastructuur,expanded,havenvisie,True
havenindustrie,Infrastructuur,expanded,havenindustrie,True
havenstaking,Infrastructuur,expanded,havenstaking,True
havenhoofden,Infrastructuur,expanded,havenhoofden,True
havenpensioenfonds,Infrastructuur,expanded,havenpensioenfonds,True
havengezichten,Infrastructuur,expanded,havengezichten,True
havenregio,Infrastructuur,expanded,havenregio,True
havenmond,Infrastructuur,expanded,havenmond,True
havensector,Infrastructuur,expanded,havensector,True
havenplein,Infrastructuur,expanded,havenplein,True
havenzaken,Infrastructuur,expanded,havenzaken,True
havenkraan,Infrastructuur,expanded,havenkraan,True
havenrichtlijn,Infrastructuur,expanded,havenrichtlijn,True
havenbekkens,Infrastructuur,expanded,havenbekkens,True
havengerelateerde,Infrastructuur,expanded,havengerelateerde,True
havenkroeg,Infrastructuur,expanded,havenkroeg,True
haveningang,Infrastructuur,expanded,haveningang,True
havenraces,Infrastructuur,expanded,havenraces,True
havenwerknemers,Infrastructuur,expanded,havenwerknemers,True
havenbuurt,Infrastructuur,expanded,havenbuurt,True
havensleepbedrijf,Infrastructuur,expanded,havensleepbedrijf,True
havendorp,Infrastructuur,expanded,havendorp,True
havenpensioenen,Infrastructuur,expanded,havenpensioenen,True
havensleepdienst,Infrastructuur,expanded,havensleepdienst,True
havengezicht,Infrastructuur,expanded,havengezicht,True
havenpersclub,Infrastructuur,expanded,havenpersclub,True
havenloodsen,Infrastructuur,expanded,havenloodsen,True
haventopman,Infrastructuur,expanded,haventopman,True
havenontwikkeling,Infrastructuur,expanded,havenontwikkeling,True
havensleepactiviteiten,Infrastructuur,expanded,havensleepactiviteiten,True
havenots,Infrastructuur,expanded,havenots,True
haveninfrastructuur,Infrastructuur,expanded,haveninfrastructuur,True
havenbekken,Infrastructuur,expanded,havenbekken,True
havenslib,Infrastructuur,expanded,havenslib,True
havenproject,Infrastructuur,expanded,havenproject,True
havenwedstrijd,Infrastructuur,expanded,havenwedstrijd,True
haventerminal,Infrastructuur,expanded,haventerminal,True
havenbestuur,Infrastructuur,expanded,havenbestuur,True
havenmedewerker,Infrastructuur,expanded,havenmedewerker,True
haveneconomie,Infrastructuur,expanded,haveneconomie,True
haveneconoom,Infrastructuur,expanded,haveneconoom,True
havenarbeidspool,Infrastructuur,expanded,havenarbeidspool,True
haveninstallaties,Infrastructuur,expanded,haveninstallaties,True
havenbranden,Infrastructuur,expanded,havenbranden,True
havenith,Infrastructuur,expanded,havenith,True
havengebonden,Infrastructuur,expanded,havengebonden,True
havenbeheer,Infrastructuur,expanded,havenbeheer,True
havenmonding,Infrastructuur,expanded,havenmonding,True
havengebouwen,Infrastructuur,expanded,havengebouwen,True
havenkades,Infrastructuur,expanded,havenkades,True
havengemeenschap,Infrastructuur,expanded,havengemeenschap,True
havenplan,Infrastructuur,expanded,havenplan,True
havenfestival,Infrastructuur,expanded,havenfestival,True
havendag,Infrastructuur,expanded,havendag,True
havenexploitant,Infrastructuur,expanded,havenexploitant,True
havenkerk,Infrastructuur,expanded,havenkerk,True
havencongres,Infrastructuur,expanded,havencongres,True
havenstakingen,Infrastructuur,expanded,havenstakingen,True
havensleper,Infrastructuur,expanded,havensleper,True
havenbelangen,Infrastructuur,expanded,havenbelangen,True
havenwater,Infrastructuur,expanded,havenwater,True
havenwereld,Infrastructuur,expanded,havenwereld,True
havenpoolers,Infrastructuur,expanded,havenpoolers,True
havenbeheerders,Infrastructuur,expanded,havenbeheerders,True
havenarts,Infrastructuur,expanded,havenarts,True
havendam,Infrastructuur,expanded,havendam,True
havenlobby,Infrastructuur,expanded,havenlobby,True
havenstadjes,Infrastructuur,expanded,havenstadjes,True
havengildediner,Infrastructuur,expanded,havengildediner,True
havenschepen,Infrastructuur,expanded,havenschepen,True
havenkringen,Infrastructuur,expanded,havenkringen,True
havenondernemersorganisatie,Infrastructuur,expanded,havenondernemersorganisatie,True
havenplannen,Infrastructuur,expanded,havenplannen,True
havenpensioen,Infrastructuur,expanded,havenpensioen,True
havenlied,Infrastructuur,expanded,havenlied,True
havenprojecten,Infrastructuur,expanded,havenprojecten,True
havenconcern,Infrastructuur,expanded,havenconcern,True
havenbeleid,Infrastructuur,expanded,havenbeleid,True
havenkanaal,Infrastructuur,expanded,havenkanaal,True
havenkant,Infrastructuur,expanded,havenkant,True
havendebat,Infrastructuur,expanded,havendebat,True
havenbrug,Infrastructuur,expanded,havenbrug,True
havencapaciteit,Infrastructuur,expanded,havencapaciteit,True
havenpark,Infrastructuur,expanded,havenpark,True
havenaffaire,Infrastructuur,expanded,havenaffaire,True
havendirectie,Infrastructuur,expanded,havendirectie,True
havenbonden,Infrastructuur,expanded,havenbonden,True
havenbazen,Infrastructuur,expanded,havenbazen,True
havendreef,Infrastructuur,expanded,havendreef,True
havenfotowedstrijd,Infrastructuur,expanded,havenfotowedstrijd,True
havenoverslag,Infrastructuur,expanded,havenoverslag,True
havenpier,Infrastructuur,expanded,havenpier,True
havenwerken,Infrastructuur,expanded,havenwerken,True
havenzanger,Infrastructuur,expanded,havenzanger,True
havenarbeid,Infrastructuur,expanded,havenarbeid,True
havenmetropool,Infrastructuur,expanded,havenmetropool,True
havenbezoek,Infrastructuur,expanded,havenbezoek,True
havendorpje,Infrastructuur,expanded,havendorpje,True
havenuitzendbureau,Infrastructuur,expanded,havenuitzendbureau,True
havenblokkades,Infrastructuur,expanded,havenblokkades,True
havenen,Infrastructuur,expanded,havenen,True
havenondernemingen,Infrastructuur,expanded,havenondernemingen,True
havencaf,Infrastructuur,expanded,havencaf,True
havenbestuurder,Infrastructuur,expanded,havenbestuurder,True
havenjournalisten,Infrastructuur,expanded,havenjournalisten,True
havenfunctie,Infrastructuur,expanded,havenfunctie,True
havencafe,Infrastructuur,expanded,havencafe,True
havenonderneming,Infrastructuur,expanded,havenonderneming,True
havenco,Infrastructuur,expanded,havenco,True
havenmannen,Infrastructuur,expanded,havenmannen,True
havenconflict,Infrastructuur,expanded,havenconflict,True
havensafari,Infrastructuur,expanded,havensafari,True
havennummer,Infrastructuur,expanded,havennummer,True
havenaars,Infrastructuur,expanded,havenaars,True
havengilde,Infrastructuur,expanded,havengilde,True
haventalent,Infrastructuur,expanded,haventalent,True
havensleepboten,Infrastructuur,expanded,havensleepboten,True
havenpoort,Infrastructuur,expanded,havenpoort,True
havenfamilie,Infrastructuur,expanded,havenfamilie,True
havenrestaurant,Infrastructuur,expanded,havenrestaurant,True
havenlogistiek,Infrastructuur,expanded,havenlogistiek,True
havenaanleg,Infrastructuur,expanded,havenaanleg,True
havenbezoeken,Infrastructuur,expanded,havenbezoeken,True
havenbestuurders,Infrastructuur,expanded,havenbestuurders,True
havengrond,Infrastructuur,expanded,havengrond,True
havenkroegen,Infrastructuur,expanded,havenkroegen,True
havenoverslagbedrijf,Infrastructuur,expanded,havenoverslagbedrijf,True
havensleep,Infrastructuur,expanded,havensleep,True
havenstand,Infrastructuur,expanded,havenstand,True
haveneilanden,Infrastructuur,expanded,haveneilanden,True
havengevoel,Infrastructuur,expanded,havengevoel,True
havenfeesten,Infrastructuur,expanded,havenfeesten,True
havenfeest,Infrastructuur,expanded,havenfeest,True
havenbassin,Infrastructuur,expanded,havenbassin,True
havenambassadeur,Infrastructuur,expanded,havenambassadeur,True
havenstraatterrein,Infrastructuur,expanded,havenstraatterrein,True
havenkoor,Infrastructuur,expanded,havenkoor,True
havendiner,Infrastructuur,expanded,havendiner,True
havenfd,Infrastructuur,expanded,havenfd,True
havenvoorzitter,Infrastructuur,expanded,havenvoorzitter,True
havenwerkgeversvereniging,Infrastructuur,expanded,havenwerkgeversvereniging,True
havenvakbonden,Infrastructuur,expanded,havenvakbonden,True
havenuitbreidingen,Infrastructuur,expanded,havenuitbreidingen,True
havenakkoord,Infrastructuur,expanded,havenakkoord,True
havenmanagement,Infrastructuur,expanded,havenmanagement,True
havenplaatsjes,Infrastructuur,expanded,havenplaatsjes,True
havenattractie,Infrastructuur,expanded,havenattractie,True
havengedeelte,Infrastructuur,expanded,havengedeelte,True
havenmanager,Infrastructuur,expanded,havenmanager,True
havenactiviteit,Infrastructuur,expanded,havenactiviteit,True
havenschilder,Infrastructuur,expanded,havenschilder,True
havenfoto,Infrastructuur,expanded,havenfoto,True
havenstrategie,Infrastructuur,expanded,havenstrategie,True
havenondernemersvereniging,Infrastructuur,expanded,havenondernemersvereniging,True
havenhuis,Infrastructuur,expanded,havenhuis,True
havenorganisatie,Infrastructuur,expanded,havenorganisatie,True
havensfeer,Infrastructuur,expanded,havensfeer,True
havenindustrieel,Infrastructuur,expanded,havenindustrieel,True
havendistrict,Infrastructuur,expanded,havendistrict,True
havengat,Infrastructuur,expanded,havengat,True
havenwethouders,Infrastructuur,expanded,havenwethouders,True
